Date,Open,High,Low,Close,Adj Close,Volume
2002-05-08,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-09,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-10,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-13,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-14,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-15,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-16,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-17,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-20,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-21,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-22,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-23,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-24,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-27,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-28,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-29,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-30,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-05-31,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-06-03,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-06-04,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-06-05,57627.074219,57627.074219,57627.074219,57627.074219,40753.941406,0
2002-06-06,58703.304688,58703.304688,58703.304688,58703.304688,41515.050781,0
2002-06-07,58703.304688,58703.304688,58703.304688,58703.304688,41515.050781,0
2002-06-10,58703.304688,58703.304688,58703.304688,58703.304688,41515.050781,0
2002-06-11,58703.304688,58703.304688,58703.304688,58703.304688,41515.050781,0
2002-06-12,58703.304688,58703.304688,58703.304688,58703.304688,41515.050781,0
2002-06-13,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-14,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-17,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-18,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-19,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-20,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-21,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-24,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-25,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-26,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-27,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-06-28,58996.820313,58996.820313,58996.820313,58996.820313,41722.621094,0
2002-07-01,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-02,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-03,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-04,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-05,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-08,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-09,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-10,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-11,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-12,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-15,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-16,57137.882813,57137.882813,57137.882813,57137.882813,40407.984375,0
2002-07-17,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-18,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-19,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-22,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-23,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-24,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-25,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-26,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-29,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-30,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-07-31,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-01,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-02,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-05,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-06,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-07,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-08,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-09,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-12,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-13,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-14,58116.269531,58116.269531,58116.269531,58116.269531,41099.898438,0
2002-08-15,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-16,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-19,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-20,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-21,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-22,53615.683594,53615.683594,53615.683594,53615.683594,37917.078125,0
2002-08-23,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-08-26,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-08-27,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-08-28,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-08-29,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-08-30,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-02,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-03,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-04,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-05,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-06,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-09,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-10,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-11,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-12,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-13,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-16,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-17,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-18,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-19,54985.425781,54985.425781,54985.425781,54985.425781,38885.761719,0
2002-09-20,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-23,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-24,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-25,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-26,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-27,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-09-30,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-10-01,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-10-02,47011.562500,47011.562500,47011.562500,47011.562500,33246.640625,0
2002-10-03,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-04,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-07,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-08,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-09,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-10,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-11,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-14,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-15,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-16,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-17,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-18,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-21,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-22,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-23,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-24,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-25,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-28,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-29,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-30,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-10-31,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-01,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-04,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-05,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-06,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-07,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-08,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-11,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-12,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-13,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-14,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-15,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-18,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-19,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-20,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-21,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-22,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-25,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-26,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-27,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-28,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-11-29,43049.089844,43049.089844,43049.089844,43049.089844,30444.367188,0
2002-12-02,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-03,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-04,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-05,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-06,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-09,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-10,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-11,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-12,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-13,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-16,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-17,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-18,44956.945313,44956.945313,44956.945313,44956.945313,31793.611328,0
2002-12-19,46082.093750,46082.093750,46082.093750,46082.093750,32589.312500,0
2002-12-20,46082.093750,46082.093750,46082.093750,46082.093750,32589.312500,0
2002-12-23,46082.093750,46082.093750,46082.093750,46082.093750,32589.312500,0
2002-12-24,46082.093750,46082.093750,46082.093750,46082.093750,32589.312500,0
2002-12-25,43636.121094,43636.121094,43636.121094,43636.121094,30859.523438,0
2002-12-26,43636.121094,43636.121094,43636.121094,43636.121094,30859.523438,0
2002-12-27,43636.121094,43636.121094,43636.121094,43636.121094,30859.523438,0
2002-12-30,43636.121094,43636.121094,43636.121094,43636.121094,30859.523438,0
2002-12-31,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-01,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-02,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-03,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-06,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-07,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-08,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-09,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-10,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-13,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-14,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-15,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-16,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-17,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-20,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-21,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-22,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-23,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-24,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-27,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-28,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-29,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-30,41092.312500,41092.312500,41092.312500,41092.312500,29060.527344,0
2003-01-31,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-03,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-04,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-05,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-06,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-07,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-10,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-11,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-12,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-13,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-14,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-17,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-18,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-19,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-20,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-21,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-24,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-25,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-26,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-27,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-02-28,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-03,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-04,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-05,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-06,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-07,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-10,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-11,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-12,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-13,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-14,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-17,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-18,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-19,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-20,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-21,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-24,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-25,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-26,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-27,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-28,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-03-31,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-01,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-02,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-03,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-04,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-07,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-08,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-09,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-10,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-11,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-14,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-15,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-16,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-17,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-18,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-21,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-22,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-23,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-24,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-25,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-28,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-29,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-04-30,39135.535156,39135.535156,39135.535156,39135.535156,27676.705078,0
2003-05-01,33363.042969,33363.042969,33363.042969,33363.042969,23594.384766,0
2003-05-02,33363.042969,33363.042969,33363.042969,33363.042969,23594.384766,0
2003-05-05,31797.623047,31797.623047,31797.623047,31797.623047,22487.320313,0
2003-05-06,31797.623047,31797.623047,31797.623047,31797.623047,22487.320313,0
2003-05-07,31797.623047,31797.623047,31797.623047,31797.623047,22487.320313,0
